CellID,X,Y,Potential,Annotation,HVG_JCHAIN,HVG_FCER1A,HVG_AHSP,HVG_CD9,HVG_CA1,HVG_AKAP12,HVG_FAM178B,HVG_IRF8,HVG_CSTA,HVG_APOC1
Run4_121826154859894,17.314298426404928,17.64601783808871,3.8356576289964996,HSC_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_121826167679902,-14.2985983007729,-0.10966220203904252,1.22958072880843,Mono_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3201784,0.0
Run4_121826168138163,9.546002462965305,1.5542568385002502,2.961815659580161,HSC_2,0.0,0.7073832,0.0,0.7073832,0.0,0.0,0.0,0.0,0.0,0.0
Run4_121826168195803,-28.464236699459004,14.453995882355732,0.460142422038861,Mono_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99357104,0.0
Run4_121826187070251,5.05022840213741,0.691824604107874,2.8484775011035395,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_121879156964651,16.961722334101932,19.51419839035455,3.9889041452868463,HSC_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_121896068106075,-13.855011203987582,1.976097343656646,1.2412189438234495,Mono_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5951334,0.0
Run4_121896068373812,-12.791949969975336,-10.982085097876235,1.4067612345248381,Precursors,0.4769882,0.0,0.0,0.4769882,0.0,0.0,0.0,0.0,0.0,0.0
Run4_121896095574750,-23.813012579694703,6.379576106539695,0.6464378201146728,Mono_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1561589,1.6781069,0.0
Run4_121896095603508,-9.050671181983276,-7.747479471457867,1.4662840365190961,Precursors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_121896114436398,-23.29221966341785,-11.847000092082059,0.3965816321949278,DCs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.396274,0.0,0.0
Run4_121955406802230,13.081944440362204,1.0688735113393029,3.040366448899282,HSC_2,0.0,1.7429992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_121955407021878,18.754901650969646,-9.728153554404647,2.4445972224027086,Ery_1,0.0,1.4947832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_121955407285596,16.943930054312172,17.568161079930103,3.7809058141949645,HSC_1,0.0,2.5680964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_121955419114358,10.163431453680943,2.1151270119393604,3.119916158863334,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_121955419114862,2.5961855812983523,-1.209466899855792,2.466063415120527,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_121965741528803,7.812485669665816,-27.940004693777674,0.89709660802552,Ery_2,0.0,0.0,1.9211278,0.0,1.6811057,0.0,2.2765474,0.0,0.0,1.1586865
Run4_121965753884006,-18.272842465963556,-2.6112739794704454,0.9953474246058516,Mono_2,0.0,0.6369709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_121965754366373,-18.238094770719176,0.9020252368280632,0.9117706509294541,Mono_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_121965773241694,13.69799976053665,-24.64128721619977,0.8843425241060592,Ery_1,0.0,0.0,1.7436566,0.0,1.5957133,0.0,0.7791201,0.0,0.0,1.8101557
Run4_122282776423132,16.267219151653038,7.165026121660782,3.249886739318446,HSC_1,2.1106586,0.0,0.0,0.0,0.0,0.0,0.0,2.5718074,0.0,0.0
Run4_122282795515302,18.073829831083486,2.682868128590904,3.3562492806382003,HSC_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122282795519324,-0.9972293698778897,-6.54693516993738,2.1164436104266215,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122282795812787,13.806234403744867,-2.4893799052394083,2.9865387443204843,HSC_1,0.0,0.6926407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122282795818213,-7.238519013571653,13.103795102761001,2.435000976683234,CLP,0.0,0.0,0.0,1.5969855,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122293352294813,-1.9836855399620261,-2.3400987387026144,2.0870030412860494,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122293366708085,16.598704164886275,3.308258323276317,3.36581857084124,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122293367462116,0.9322703602644825,-0.20273009756620392,2.376548769499945,HSC_2,0.8128356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122293367564598,18.073602457464172,-18.189603753976517,1.4067590044843845,Ery_1,0.0,0.0,1.824932,0.0,1.824932,0.0,1.5895983,0.0,0.0,0.833167
Run4_122293398198509,-17.012091191750315,4.467028370679019,1.0401381556729463,Mono_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5920075,0.0
Run4_122293399013212,-11.142754484636265,-4.002148031273601,1.2553578248340003,Precursors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122308384450908,-18.499826061482597,-1.6927183911141856,1.003801217226994,Mono_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5249941,1.5249941,0.0
Run4_122308399066019,-3.788713232978293,-10.718762781818441,2.073070752078327,Precursors,0.0,0.0,0.0,0.7967309,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122308412463406,-9.952950760450051,20.296707362510624,1.9392652834261426,CLP,0.0,0.0,0.0,2.2122316,0.0,1.6229544,0.0,0.0,0.0,0.0
Run4_122308430620398,7.54873325028823,6.204050062077894,2.697452130809512,HSC_2,1.1289018,0.0,0.0,0.0,0.0,0.0,1.1289018,0.0,0.0,0.0
Run4_122310412323676,-21.612637108783776,-10.17124774690855,0.675137151644277,DCs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5003433,0.40386653,0.0
Run4_122310412626206,-11.063682004725639,-7.282132490211417,1.4115467871501677,Precursors,0.0,0.0,0.0,0.36444503,0.0,0.0,0.0,0.0,0.0,0.36444503
Run4_122310424910766,-2.5305628753283558,-7.119757528234689,2.0374457330481777,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5250743,0.0,0.0
Run4_122310444373789,9.358563896246718,23.042726000798982,3.868858878649637,HSC_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122428778498790,-21.005806077606927,3.0479763761785166,0.7886873660935807,Mono_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1533928,0.0
Run4_122428793175326,18.516631197492732,-18.051164046960128,1.8025633962665077,Ery_1,0.0,0.45717937,1.1994975,0.0,0.45717937,0.0,0.7697491,0.0,0.0,1.4991035
Run4_122428793187699,-3.1727901766781743,-9.93678321718655,2.142715818040565,Precursors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122428823883116,8.25545326645973,1.7571410876217817,2.9504710519890254,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122428824140061,23.331873425912217,12.84060859030398,3.893706897567781,HSC_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122428824599908,-26.26393200554437,-8.06696309732374,0.10621053311599216,DCs,2.7276633,1.9952807,0.0,0.0,0.0,0.0,0.0,2.7276633,0.0,0.0
Run4_122436428412653,22.043992074988005,13.102806479687345,3.677852003732343,HSC_1,2.1236906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122436428609325,19.12081977058677,-12.87012857667017,2.2023571975723515,Ery_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46010882
Run4_122436443094253,20.85403660109227,16.295599812699066,3.8108330327547764,HSC_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122436443330286,-26.47190304352041,12.896160972122255,0.5990903117549946,Mono_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122436456212725,-2.6646506601674878,-7.0733176116427865,2.013468833125213,HSC_2,0.0,0.500177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122436474493213,-26.900677968522256,13.58232321435331,0.5589620812168539,Mono_1,0.0,0.0,0.0,0.0,0.0,1.0001321,0.0,0.0,0.0,0.0
Run4_122436475018661,-4.462560910971253,-3.2642487420835193,1.9599595281286843,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122514677619036,7.998336954052397,2.191104333517761,2.892289876510386,HSC_2,0.0,0.0,0.8565757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122514692500702,22.705235482237534,13.753963172033266,3.8558215625194405,HSC_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_122514723751852,-7.835329064180579,-1.861866394238742,1.602444034084228,Mono_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125042399558901,-1.1115002861051584,-9.37489454049707,2.2718072164969536,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125042400315742,1.1695157505686273,-3.7097960425360625,2.418830508039346,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125042414278451,-20.469386756293,-8.099540986746597,0.7677981756845513,DCs,1.5081805,0.0,0.0,0.0,0.0,0.0,0.0,0.6310725,0.0,0.0
Run4_125042414733164,16.32829906759527,-22.10994077764646,1.3773662677530174,Ery_1,0.0,0.69454396,1.5062493,0.0,1.1004742,0.0,0.0,0.0,0.0,1.6116718
Run4_125042426763101,12.20508579216222,18.554315800430448,3.7790215723246448,HSC_1,0.0,0.0,1.0494457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125042445641635,-18.894046458843608,-2.1966827692662494,0.9673402964680244,Mono_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7304834,0.4305102,0.0
Run4_125197018315102,-12.450585542584165,-7.38796188928277,1.3247323941994766,Precursors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36458114,0.6311769,0.0
Run4_125197033818014,-18.621223060825244,-0.9860876975330076,1.0202144846365915,Mono_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9252015,0.9252015,0.0
Run4_125197045586333,-21.762885440755074,3.1682603592258882,0.731456619666246,Mono_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1067882,0.6992853,0.0
Run4_125197046212445,-7.355312146702482,-11.833924661809059,1.6685472033516042,Precursors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125197046434094,22.252151633396718,14.108638357129553,3.821015509177055,HSC_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125239714305827,5.381419757830433,-28.266204716218724,0.9437508480488779,Ery_2,0.0,0.0,1.3544345,0.0,0.0,0.0,0.7155435,0.0,0.0,1.2846062
Run4_125239714765020,-28.956202014039892,14.164133088137364,0.44367088367522545,Mono_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7552621,0.0
Run4_125239745961379,-20.161605135019197,7.8754045971159545,0.9557103619438774,Mono_1,0.0,0.0,0.0,0.0,0.7132497,0.0,0.0,0.0,0.7132497,0.0
Run4_125239746509676,22.91727034074367,12.569345975405755,3.773645304384294,HSC_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125247350487987,16.11367410396095,-20.97745371803764,1.611261212818195,Ery_1,0.0,0.7694338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7694338
Run4_125247350523828,19.338907603724465,-10.103051120805377,2.384164889584958,Ery_1,0.0,2.0288024,0.0,0.0,0.0,0.0,0.6645253,0.0,0.0,0.0
Run4_125247364709155,17.525957067130804,4.075833452072436,3.3281997586606593,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125247364970933,17.486738113399184,-16.17200859531501,1.8666161553387388,Ery_1,0.0,0.3724465,0.3724465,0.0,0.8560492,0.0,0.3724465,0.0,0.0,0.3724465
Run4_125247377566965,-10.182896688018477,18.886464044105704,1.9486910803960409,CLP,0.0,0.0,0.0,2.3821487,0.0,1.7773347,0.0,0.0,0.0,0.0
Run4_125677920545627,11.333648500486476,18.870956441412947,3.6990292959721156,HSC_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125677920769780,-8.727368807579008,14.937130535762302,2.077783717119284,CLP,0.0,0.0,0.0,1.7274033,0.0,2.0717921,0.0,0.0,0.0,0.0
Run4_125677920967478,-9.045304249553654,15.555730680673815,2.1221247253422426,CLP,0.0,0.0,0.0,2.2699468,0.0,1.9148505,0.0,0.0,0.0,0.0
Run4_125677920970611,11.328918360216372,1.9018971967686777,3.1630001923039943,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125677921254187,-4.495333905452252,-9.80766858950502,1.9560257749371432,Precursors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4135665,0.0,0.0
Run4_125677921266413,12.872554313579222,18.14881325470545,3.711242890116111,HSC_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125677947799403,-7.629561283367271,-11.396022049905143,1.6323294678486695,Precursors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125677966585070,15.469420839663544,-4.908417152990118,2.8665915841977707,HSC_1,0.0,0.0,0.0,0.7121755,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125677967206756,5.948279368161904,0.6643728676233696,2.8037650034015287,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125719945276334,12.701833623513156,3.0701329395645294,3.2853999190007013,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125719945333155,17.81504141877612,-18.53882970992031,1.7345576635413869,Ery_1,0.0,0.0,0.4640747,0.0,0.4640747,0.0,0.4640747,0.0,0.0,1.2125857
Run4_125719976725363,-2.4417997060794168,-5.46818125929856,1.9446589528525058,Precursors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125719977541037,-22.897171773577462,-11.73563838039648,0.5132287925896195,DCs,0.0,0.0,0.0,0.7731292,0.0,0.0,0.0,1.2038939,0.0,0.0
Run4_125719977548197,-21.909713218985317,-10.16454812264012,0.6042040831612416,DCs,0.0,0.4462415,0.0,0.0,0.0,0.0,0.0,0.9885318,0.4462415,0.0
Run4_125728252684085,-19.148903919686102,-1.2126499880239874,0.9144307273512302,Mono_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55090547,0.0
Run4_125728252905323,21.130484331383276,5.599088223279562,3.566573142803713,HSC_1,0.80133677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125728266829044,21.971558913888813,6.568568621973141,3.5419434338633535,HSC_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125728267127014,-17.48689911180574,4.889320009335352,1.0521288683483379,Mono_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63253653,0.0
Run4_125728267327389,-8.601047140541123,-12.966098913236587,1.6165535905191533,Precursors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125728298232628,-11.262123464806244,-0.6626837378006025,1.4680597358371106,Mono_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125745298098036,20.259851656996087,-12.56354790492246,2.1563603792118444,Ery_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2616122
Run4_125745298291501,-6.04460478913494,-12.129498383217388,1.8827018026014253,Precursors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_125745325263726,-9.242398714495353,21.837805721764042,1.8143295162066715,CLP,0.0,0.0,0.0,2.8843606,0.0,2.4101179,0.0,0.0,0.0,0.0
Run4_125745343944941,-8.571729259145766,23.135650479441853,1.8203780179293056,CLP,0.0,0.0,0.0,1.6962987,0.0,1.6962987,0.0,0.0,0.0,0.0
Run4_125745344199091,-9.074205228189461,-6.925466237014693,1.522927014721395,Mono_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_126132128005486,5.04098762514848,-0.44362747850416623,2.7840475651842933,HSC_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run4_126132128200630,-13.476288670941658,-10.783204482192929,1.3321451659550796,Precursors,0.0,0.0,0.0,0.5499606,0.0,0.0,0.0,0.0,0.0,0.0
Run4_126132128500452,20.935153767138644,5.645871185545045,3.6014532760904077,HSC_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
